block_lat,block_lon,total_buildings,old_buildings,old_ratio,center_lat,center_lon,color
35.158,129.082,3,1,33.33333333333333,35.158500000000004,129.08249999999998,yellow
35.163000000000004,129.087,2,2,100.0,35.163500000000006,129.08749999999998,red
35.166000000000004,129.087,1,1,100.0,35.166500000000006,129.08749999999998,red
35.166000000000004,129.088,4,3,75.0,35.166500000000006,129.08849999999998,red
35.167,129.087,2,1,50.0,35.167500000000004,129.08749999999998,yellow
35.167,129.088,1,0,0.0,35.167500000000004,129.08849999999998,green
35.168,129.089,1,0,0.0,35.1685,129.0895,green
35.168,129.095,2,2,100.0,35.1685,129.0955,red
35.169000000000004,129.086,6,0,0.0,35.169500000000006,129.0865,green
35.169000000000004,129.088,1,0,0.0,35.169500000000006,129.08849999999998,green
35.169000000000004,129.094,10,10,100.0,35.169500000000006,129.09449999999998,red
35.169000000000004,129.095,49,47,95.91836734693877,35.169500000000006,129.0955,red
35.17,129.086,18,17,94.44444444444444,35.170500000000004,129.0865,red
35.17,129.092,2,2,100.0,35.170500000000004,129.0925,red
35.17,129.093,5,5,100.0,35.170500000000004,129.09349999999998,red
35.17,129.094,23,22,95.65217391304348,35.170500000000004,129.09449999999998,red
35.17,129.095,50,46,92.0,35.170500000000004,129.0955,red
35.17,129.096,25,23,92.0,35.170500000000004,129.0965,red
35.171,129.086,20,20,100.0,35.1715,129.0865,red
35.171,129.087,5,5,100.0,35.1715,129.08749999999998,red
35.171,129.092,1,1,100.0,35.1715,129.0925,red
35.171,129.093,34,34,100.0,35.1715,129.09349999999998,red
35.171,129.094,65,65,100.0,35.1715,129.09449999999998,red
35.171,129.095,94,91,96.80851063829788,35.1715,129.0955,red
35.171,129.096,77,75,97.40259740259741,35.1715,129.0965,red
35.171,129.097,5,5,100.0,35.1715,129.0975,red
35.172000000000004,129.079,1,1,100.0,35.17250000000001,129.0795,red
35.172000000000004,129.082,3,3,100.0,35.17250000000001,129.08249999999998,red
35.172000000000004,129.083,2,0,0.0,35.17250000000001,129.0835,green
35.172000000000004,129.085,2,1,50.0,35.17250000000001,129.0855,yellow
35.172000000000004,129.086,34,34,100.0,35.17250000000001,129.0865,red
35.172000000000004,129.087,41,39,95.1219512195122,35.17250000000001,129.08749999999998,red
35.172000000000004,129.092,9,9,100.0,35.17250000000001,129.0925,red
35.172000000000004,129.093,48,44,91.66666666666666,35.17250000000001,129.09349999999998,red
35.172000000000004,129.094,88,85,96.5909090909091,35.17250000000001,129.09449999999998,red
35.172000000000004,129.095,95,92,96.84210526315789,35.17250000000001,129.0955,red
35.172000000000004,129.096,131,130,99.23664122137404,35.17250000000001,129.0965,red
35.173,129.079,6,6,100.0,35.173500000000004,129.0795,red
35.173,129.081,1,1,100.0,35.173500000000004,129.08149999999998,red
35.173,129.085,9,9,100.0,35.173500000000004,129.0855,red
35.173,129.086,74,74,100.0,35.173500000000004,129.0865,red
35.173,129.087,57,54,94.73684210526315,35.173500000000004,129.08749999999998,red
35.173,129.09,8,7,87.5,35.173500000000004,129.0905,red
35.173,129.091,9,7,77.77777777777779,35.173500000000004,129.0915,red
35.173,129.092,13,11,84.61538461538461,35.173500000000004,129.0925,red
35.173,129.093,34,27,79.41176470588235,35.173500000000004,129.09349999999998,red
35.173,129.094,44,39,88.63636363636364,35.173500000000004,129.09449999999998,red
35.173,129.095,37,27,72.97297297297297,35.173500000000004,129.0955,red
35.173,129.096,19,14,73.68421052631578,35.173500000000004,129.0965,red
35.174,129.079,15,12,80.0,35.1745,129.0795,red
35.174,129.08,17,14,82.35294117647058,35.1745,129.0805,red
35.174,129.082,6,5,83.33333333333334,35.1745,129.08249999999998,red
35.174,129.085,9,7,77.77777777777779,35.1745,129.0855,red
35.174,129.086,35,34,97.14285714285714,35.1745,129.0865,red
35.174,129.087,33,25,75.75757575757575,35.1745,129.08749999999998,red
35.174,129.088,23,22,95.65217391304348,35.1745,129.08849999999998,red
35.174,129.089,43,40,93.02325581395348,35.1745,129.0895,red
35.174,129.09,13,11,84.61538461538461,35.1745,129.0905,red
35.174,129.091,34,26,76.47058823529412,35.1745,129.0915,red
35.174,129.092,42,39,92.85714285714286,35.1745,129.0925,red
35.174,129.093,38,36,94.73684210526315,35.1745,129.09349999999998,red
35.174,129.094,39,36,92.3076923076923,35.1745,129.09449999999998,red
35.174,129.095,37,32,86.48648648648648,35.1745,129.0955,red
35.174,129.096,30,25,83.33333333333334,35.1745,129.0965,red
35.175000000000004,129.077,12,8,66.66666666666666,35.17550000000001,129.0775,yellow
35.175000000000004,129.078,9,8,88.88888888888889,35.17550000000001,129.0785,red
35.175000000000004,129.079,3,3,100.0,35.17550000000001,129.0795,red
35.175000000000004,129.08,11,7,63.63636363636363,35.17550000000001,129.0805,yellow
35.175000000000004,129.081,6,4,66.66666666666666,35.17550000000001,129.08149999999998,yellow
35.175000000000004,129.082,22,21,95.45454545454545,35.17550000000001,129.08249999999998,red
35.175000000000004,129.083,42,33,78.57142857142857,35.17550000000001,129.0835,red
35.175000000000004,129.084,37,28,75.67567567567568,35.17550000000001,129.0845,red
35.175000000000004,129.085,32,30,93.75,35.17550000000001,129.0855,red
35.175000000000004,129.086,32,27,84.375,35.17550000000001,129.0865,red
35.175000000000004,129.087,55,40,72.72727272727273,35.17550000000001,129.08749999999998,red
35.175000000000004,129.088,74,73,98.64864864864865,35.17550000000001,129.08849999999998,red
35.175000000000004,129.089,58,50,86.20689655172413,35.17550000000001,129.0895,red
35.175000000000004,129.09,45,37,82.22222222222221,35.17550000000001,129.0905,red
