block_lat,block_lon,total_buildings,old_buildings,old_ratio,center_lat,center_lon,color
35.052,129.092,2,0,0.0,35.0525,129.0925,green
35.058,129.079,1,1,100.0,35.0585,129.0795,red
35.06,129.077,2,0,0.0,35.060500000000005,129.0775,green
35.06,129.083,1,1,100.0,35.060500000000005,129.0835,red
35.061,129.076,1,0,0.0,35.0615,129.07649999999998,green
35.061,129.077,13,1,7.6923076923076925,35.0615,129.0775,green
35.061,129.078,1,0,0.0,35.0615,129.0785,green
35.061,129.08,2,0,0.0,35.0615,129.0805,green
35.062,129.076,2,2,100.0,35.0625,129.07649999999998,red
35.062,129.077,3,3,100.0,35.0625,129.0775,red
35.062,129.078,1,1,100.0,35.0625,129.0785,red
35.062,129.079,3,3,100.0,35.0625,129.0795,red
35.062,129.08,3,1,33.33333333333333,35.0625,129.0805,yellow
35.062,129.081,2,0,0.0,35.0625,129.08149999999998,green
35.062,129.082,2,0,0.0,35.0625,129.08249999999998,green
35.063,129.077,1,1,100.0,35.063500000000005,129.0775,red
35.063,129.079,7,6,85.71428571428571,35.063500000000005,129.0795,red
35.063,129.08,9,7,77.77777777777779,35.063500000000005,129.0805,red
35.063,129.081,7,5,71.42857142857143,35.063500000000005,129.08149999999998,red
35.063,129.082,4,3,75.0,35.063500000000005,129.08249999999998,red
35.064,129.078,3,2,66.66666666666666,35.0645,129.0785,yellow
35.064,129.079,10,10,100.0,35.0645,129.0795,red
35.064,129.08,7,5,71.42857142857143,35.0645,129.0805,red
35.064,129.081,28,22,78.57142857142857,35.0645,129.08149999999998,red
35.064,129.082,1,1,100.0,35.0645,129.08249999999998,red
35.065,129.079,21,16,76.19047619047619,35.0655,129.0795,red
35.065,129.08,19,14,73.68421052631578,35.0655,129.0805,red
35.065,129.081,23,20,86.95652173913044,35.0655,129.08149999999998,red
35.065,129.082,6,6,100.0,35.0655,129.08249999999998,red
35.065,129.083,2,1,50.0,35.0655,129.0835,yellow
35.066,129.077,4,4,100.0,35.066500000000005,129.0775,red
35.066,129.078,25,23,92.0,35.066500000000005,129.0785,red
35.066,129.079,32,28,87.5,35.066500000000005,129.0795,red
35.066,129.08,26,25,96.15384615384616,35.066500000000005,129.0805,red
35.066,129.081,20,16,80.0,35.066500000000005,129.08149999999998,red
35.066,129.082,21,21,100.0,35.066500000000005,129.08249999999998,red
35.066,129.083,2,2,100.0,35.066500000000005,129.0835,red
35.067,129.065,2,0,0.0,35.0675,129.0655,green
35.067,129.066,1,0,0.0,35.0675,129.0665,green
35.067,129.078,19,15,78.94736842105263,35.0675,129.0785,red
35.067,129.079,24,22,91.66666666666666,35.0675,129.0795,red
35.067,129.08,25,22,88.0,35.0675,129.0805,red
35.067,129.081,18,12,66.66666666666666,35.0675,129.08149999999998,yellow
35.067,129.082,43,40,93.02325581395348,35.0675,129.08249999999998,red
35.067,129.083,8,8,100.0,35.0675,129.0835,red
35.068,129.065,9,8,88.88888888888889,35.0685,129.0655,red
